id,text,like_count,commentor,is_favorited,is_pinned,is_comment,comments,musical
Ugw7-Iwc1RCnA1KtDU14AaABAg,"Just For Once, is the best scene in this movie.",2,@OnyeNacho,False,False,False,0,Nerdy Prudes
UgxzXFLqwIouBWCA62N4AaABAg,Please someone tell me what the meaning is behind this tattoo and if it’s real 35:53,13,@TangledInRhyme,False,False,False,0,Nerdy Prudes
UgwcaFSU1lHE-5iJtdh4AaABAg,memace,1,@shadywheels7906,False,False,False,0,Nerdy Prudes
Ugw56COYxGF01hexGJt4AaABAg,"YES A HAPPY ENDING, I was going to die (cry) if pete and steph got a tragic ending like paul and emma. like, i LOVE TGWDLM ending, i just absahsasb, steph and pete deserve the world",5,@the-dragon-invasion-is-near,False,False,False,0,Nerdy Prudes
UgyF6hfokIZaOvsfywV4AaABAg,"1:08:57 nobody has mentioned how aggressively jon falls here, method acting at its finest",58,@victoriablakeridk,False,False,False,1,Nerdy Prudes
UgyF6hfokIZaOvsfywV4AaABAg,"Oh absolutely, it's great fall, it really looks like he was dropped. But also apparently Jon didn't do it safely and got quite hurt while doing it😅",16,@unripelemon1142,False,False,True,1,Nerdy Prudes
Ugxf67CEsDcLC3ZIXJh4AaABAg,'Bully the Bully' having finger snaps on the 1 and the 3 is a stroke of genius lmao.,8,@benburke3015,False,False,False,0,Nerdy Prudes
Ugz-2c45DW8kMVFibfB4AaABAg,"Soooo now we're getting the Grace Chastity musical, riiiiight??",5,@julesnar1175,False,False,False,0,Nerdy Prudes
UgwSiTInomOoGOxFihV4AaABAg,"at 2:24:04 I heard her sing ""you"" every time until tonight when I now hear her say ""uni"" ???? weird",2,@uploadinstuff,False,False,False,0,Nerdy Prudes
Ugx_G_u4MXN7lhXrFz94AaABAg,"2:01:34
Ok, one thing I hate about this version is that you can't see the teens. Idk if it's in every show, but in the digital ticket version, at this part (I think it's this one) when tinky mentions wanting Pete, you can see Steph hold onto him. It's a sweet gesture and I'm sad we didn't get to see it in the youtube version. Tbh, the youtube version screwed over the summoning really badly in general with the cinematography -3-",6,@unripelemon1142,False,False,False,0,Nerdy Prudes
UgzYxgw1_lTWD-SZGPB4AaABAg,"Estoy empezando a creer que grace es una genio sicopata
(Sorry I not tradicion in inglihs)",0,@lapapafrita870,False,False,False,0,Nerdy Prudes
UgwOxoSP-k2Qgrx4Njp4AaABAg,"14:17 Max: ""FORBIDDEN FRUIT"" ... So he does know the bible!",28,@zayatoon,False,False,False,0,Nerdy Prudes
UgxPTurGAoAr2jX4jJx4AaABAg,"23:28 Pete: ""Princess Leia told me 'I'd just as soon kiss a Wookie'."" (Cool as I Think I Am)
2:08:24 Steph: ""If I really did love you, you'd have to say–"" Pete: ""I know.""  (Cool as I Think I Am Reprised)

Pete wanted someone to love like Princess Leia this whole time, and in the reprise of Cool As I Think I Am he got to say Han Solo's famous line after Leia said ""I love you."" That's pretty cool Pete.",152,@zayatoon,False,False,False,1,Nerdy Prudes
UgxPTurGAoAr2jX4jJx4AaABAg,"And when Ruth says ""she NEEDS you Pete. Like princess Leia! You're her only hope."" 🥹",20,@jellybeansushi,False,False,True,1,Nerdy Prudes
Ugy6TcKhXnj2nGvLZ5V4AaABAg,Does anyone actually say sorry to Max ?,3,@Sifer94,False,False,False,0,Nerdy Prudes
UgyFmFy1m9V1oWxnJdF4AaABAg,"My school computers finally unblocked NPMD, this is heaven",6,@Andy_Anonymous,False,False,False,0,Nerdy Prudes
UgxtaJeKesPhMbr-t3h4AaABAg,Ok can anyone tell me the name of the actress singing at 1:23:42 because I have tried looking her up and I can’t fine her listed anywhere! She has such an amazing voice I want to wear more from her!,10,@1cosplayaway,False,False,False,1,Nerdy Prudes
UgxtaJeKesPhMbr-t3h4AaABAg,She is Bryce Charles,6,@SarahTheViolinist,False,False,True,1,Nerdy Prudes
Ugxy4qR-Iqi0Fx3IlL14AaABAg,"As I’m watching, I just can’t stop saying, “God I love all these people so much.” Starkid is just the best, man.",5,@ThatWeirdCreator,False,False,False,0,Nerdy Prudes
UgyL7bioUiq3g1a1Mi14AaABAg,"Wow, just wow
Been a while since ive seen a musical that left me feeling so flabbergasted",5,@why_do_i_need_this,False,False,False,0,Nerdy Prudes
Ugy14l47ZgbVpEQtT0l4AaABAg,"33:22 ""I am expecting you to betray me"" 
Hey so about that Max",21,@azzy8198,False,False,False,0,Nerdy Prudes
UgxEMdOtOlAuyOl7wX94AaABAg,"2:00 Highschool is killing me
8:43 
14:25 Literal Monster

32:56 Dirty girl
56:47 Bury The Bully
1:01:57 Go Go Nighthawks

1:20:52 Hatchet town
1:59:00 THE SUMMONING!!",3,@maverickfleorlouis1482,False,False,False,1,Nerdy Prudes
UgxEMdOtOlAuyOl7wX94AaABAg,thanks!,0,@nikaelle1137,False,False,True,1,Nerdy Prudes
Ugz8hvHFfFVAGs8crn54AaABAg,"...""Just For Once"" is a VERY good song 😅 (I feel like it should be called ""Middle-of-Age"" though)",7,@layla.williams__,False,False,False,0,Nerdy Prudes
UgxoI7TiNBCenmXNEMh4AaABAg,"My friend and his boyfriend were cuddling and watching ""Tick Tick Boom!"" So me being the aroace theatre kid I am, I said ""Leave room for Jesus!""",7,@novadeetz,False,False,False,0,Nerdy Prudes
UgyBzvwX_Pkz5-y6V_54AaABAg,guys i didn’t know this was a trilogy until halfway through i don’t understand half of these jokes,6,@bianca6519,False,False,False,0,Nerdy Prudes
UgzRBpBuZkccgD1MQaV4AaABAg,I love this musical. :),4,@N0b0dy_lolz927,False,False,False,0,Nerdy Prudes
UgxK9j_GKpDpAHnqRpZ4AaABAg,I guess I need to watch the rest of the Hatchetfield universe judging by these comments,11,@vixenfeather2838,False,False,False,3,Nerdy Prudes
UgxK9j_GKpDpAHnqRpZ4AaABAg,"Just watched TGWDLM and while I know these are seperate timelines, I like the idea that this is The Hivemind putting on shows because their bored and being an otherworldly being allows the LIB to see into other timeliness/they exist outside of time itself.",7,@vixenfeather2838,False,False,True,3,Nerdy Prudes
UgzDx5Tz6RgTF3k6-8d4AaABAg,“Nerdy prudes must die” the song was so good holy hell that guy can sing,0,@thekirstenempire,False,False,False,0,Nerdy Prudes
Ugx0070Iq5k3Kf8a7LR4AaABAg,The guy who replaced Max had a rlly good voice in Go Go Nighthawks like goddamn,0,@thekirstenempire,False,False,False,0,Nerdy Prudes
Ugylo3H_usdU7FxYqAp4AaABAg,“I DIDNT THINK THERE’D BE A SKELE-ON 😨😨”,1,@thekirstenempire,False,False,False,0,Nerdy Prudes
UgwmwpgDHawZuQA-OuN4AaABAg,"“HAHA! HAHA HA! HA..!”
”SPUNK”",0,@thekirstenempire,False,False,False,0,Nerdy Prudes
Ugz_jQkYRLmifuOECMp4AaABAg,1:10:07. а то никто не говорит мудилы,0,@glaciermood7499,False,False,False,0,Nerdy Prudes
UgzRI_y6wn-1HJifKct4AaABAg,This is my new comfort musical Ive watched it like 6 times in the past week along with The Guy Who Didn’t Like Musicals and Black Friday AND both Nightmare Time installments AND Working boys I might be a little hyperfixated,2,@I_accidentallee,False,False,False,1,Nerdy Prudes
UgzRI_y6wn-1HJifKct4AaABAg,I GET YOU SO MUCH 😭 i legit cant stop,2,@greenlemon-,False,False,True,1,Nerdy Prudes
UgxnJCL0ymqxRFDcdzB4AaABAg,Fifth time watching this week i may need help,1,@greenlemon-,False,False,False,0,Nerdy Prudes
Ugx4w7VovcalfTy8GM94AaABAg,"This is my first hatchetfield musical, and I know there are references to other musicals in the AU, but I feel like this musical is an amazing standalone. Great job guys",4,@Queerbirds,False,False,False,1,Nerdy Prudes
Ugx4w7VovcalfTy8GM94AaABAg,"You should definitely check out the others, they're really good too",0,@emmiesage1173,False,False,True,1,Nerdy Prudes
UgzIgy2tiVY8rEe-N4h4AaABAg,Thank you very much Alice Oseman for presenting this to me,1,@Siphodemos,False,False,False,0,Nerdy Prudes
Ugyv3naqYT_2D0sAWid4AaABAg,"So... Question... 

Any of the 'black alters' the cult of the stary children made can bring peopel back to life as a ghost yes? 

So...

Are Richie and Ruth ghosts now? Both were killed in the achool and its one of the sites.

If so... i saw a comment about a sequal ""The exorcism of Grace Chasity."" Thatd be a cool point of interest. Pete and Steph have to fight back against a corrupted power hungry satanic Grace with help from Richie and Ruth's ghosts.",6,@mattinghas4124,False,False,False,1,Nerdy Prudes
Ugyv3naqYT_2D0sAWid4AaABAg,"The spell that brought Max back to ""life"" was only cast on the house. Not on the other altars.",3,@twist_ending7545,False,False,True,1,Nerdy Prudes
UgyR7W6iwAuGXrS1l2d4AaABAg,Just for once destroys me every single time,1,@greenlemon-,False,False,False,0,Nerdy Prudes
UgwKBPeYyLLgSgoChe14AaABAg,Beanscool?🤨 Excellent!!😁,1,@axothegremlin,False,False,False,1,Nerdy Prudes
UgwKBPeYyLLgSgoChe14AaABAg,I don’t understand that joke/reference.  What is beanschool?,0,@davidrich27,False,False,True,1,Nerdy Prudes
UgytAsvwKp8G8IS8qV94AaABAg,"Why is Starkid just so incredible holy shit
(i know why, every member is amazing but damn)",2,@ValensEXP,False,False,False,0,Nerdy Prudes
UgzieobRUJ8NUKb2Vrp4AaABAg,who else found this thanks to Shandzii's animatic,2,@AidenGreen-re5tj,False,False,False,1,Nerdy Prudes
UgzieobRUJ8NUKb2Vrp4AaABAg,I realised shandzii's animatic was starkid after watching this.,0,@misahkay4025,False,False,True,1,Nerdy Prudes
Ugx0Wg2Nnn3Jcjo1_ah4AaABAg,got into smosh and heard that angela was in it and i had to see it🙏🙏,4,@kalsoup,False,False,False,0,Nerdy Prudes
Ugz2Tg1GXjovzkJzo1p4AaABAg,❤❤,0,@doodleder9651,False,False,False,0,Nerdy Prudes
Ugw5lxykWOSNUbWYWD54AaABAg,Ngl watching Smosh first and then seeing this with Angela was unbelievable. Also I want to see Dirty Dudes Must Die just to hear Angela do a full reprise of Nerdy Prudes Must Die,4,@tinycoke3718,False,False,False,1,Nerdy Prudes
Ugw5lxykWOSNUbWYWD54AaABAg,I curious to hear what did you think!,0,@hufflepuffwannabe,False,False,True,1,Nerdy Prudes
Ugz4KuPcbgb_f6e1Dbd4AaABAg,y’all don’t get ruth flemming like i do,7,@bell._05,False,False,False,0,Nerdy Prudes
UgwU9li_l0-bs1EaheV4AaABAg,"I always love the difference between Richie (nerd) and Max (psycho jock) in pronouncing T’s. Richie pronounces (almost) every T and enunciates them so clearly like in “sTephanie LauTer” or “TelemarkeTer.” But Max doesn’t really enunciate the T’s, specifically in things like “skele’in.” I don’t know if that’s intentional, but I like the idea that it’s  supposed to show they’re on such different levels of high school “classes.”",71,@Cbell14-,False,False,False,2,Nerdy Prudes
UgwU9li_l0-bs1EaheV4AaABAg,"I’ve been thinking about this detail for DAYS. Literally it sets them so far apart. At one point, when Max is talking about how he decides who’s nerd and who’s not, he says “I bring order to Hatch’field High”. He totally omits the t that’s actually pronounced and GOD it’s just a lovely character detail <3",9,@acornstudios2285,False,False,True,2,Nerdy Prudes
UgwU9li_l0-bs1EaheV4AaABAg,heard this from a stream iirc but I remember it being an active/directing decision for max not to pronounce his T's just before his death scene actually! primarily just for the silly but this is such a good way to look at will n jon's speech choices aughhh,4,@yhd_skeetsy,False,False,True,2,Nerdy Prudes
UgzVXO2yuRKzeCAc2e54AaABAg,"i love how the mentions of remedial algebra and biology imply that they’re freshmen or sophomores that failed a class- also, does anyone know who played the girl in the purple sweater from literal monster?",1,@bethanykroemer559,False,False,False,2,Nerdy Prudes
UgzVXO2yuRKzeCAc2e54AaABAg,"never mind, max is just unbearably stupid and an eighteen year old in remedial algebra",3,@bethanykroemer559,False,False,True,2,Nerdy Prudes
UgzVXO2yuRKzeCAc2e54AaABAg,"i think her name's bryce, her voice is phenomenal (big word i cant spell but thats how good her voice is)",2,@elise8043,False,False,True,2,Nerdy Prudes
UgxtSmPvChGwlTj5rmF4AaABAg,Wayward spunk,3,@Baked_bean571,False,False,False,0,Nerdy Prudes
UgwU_83QZEQvkzrlmGx4AaABAg,"I really love the bg vocals on Cool As I Think I Am, they add a lot if you listen closely, when the main song says ""shes smarter than she thinks she is"" the bg vocals repeat that and add ""shes smarter than really i think i am"" which is really sweet and sad

Edit, I was wrong the background is ""cooler than I really think I am"" but i figured id leave my wrong interpretation in for the record",1,@benjaminjenkins2384,False,False,False,0,Nerdy Prudes
UgwUwCGRaX-rh9BHdKF4AaABAg,Starkid really doesn't like happy endings huh,5,@robynnhoud4001,False,False,False,1,Nerdy Prudes
UgwUwCGRaX-rh9BHdKF4AaABAg,Not for Hatchetfield at least lol,1,@twist_ending7545,False,False,True,1,Nerdy Prudes
Ugy3mq9aZ9V_gXSyPHd4AaABAg,Makes me happy to see that one of the cheerleaders has armpit hair! Thanks to the actress❤️,5,@susanne9504,False,False,False,0,Nerdy Prudes
UgyKtOi9LcQ4WQ8utAt4AaABAg,"🗣️🔊“IVE NEVER KNOWN DARKER TIMES, AND IVE COVERED THE PROTEST LIVE AT THE HATCHETFIELD KENNEL, I AM DAN REYNOLDS” 🗣️‼️",9,@eviedeleviebevie,False,False,False,0,Nerdy Prudes
UgxYJAAdNLJCZ58f40x4AaABAg,"1:34:36 ""mimics creaming""",3,@Bign8253,False,False,False,0,Nerdy Prudes
Ugwf0hogUqeEF5J-Hat4AaABAg,"""You can't touch him, but he can touch you."" 😂😂😂",3,@user-dt5fj6tz4o,False,False,False,0,Nerdy Prudes
Ugyi9zvnuA9IvP7IDIp4AaABAg,"Soooo just to clarify, Grace is totally a top in bed right? Asking for uh...research....yeah that",3,@Wes9859,False,False,False,0,Nerdy Prudes
UgxxrPg-wtJUbQuui_x4AaABAg,GRACE IS HAVING SEX WITH A FUCKING GHOST!! my favourite line ever,4,@devanthornley,False,False,False,1,Nerdy Prudes
UgxxrPg-wtJUbQuui_x4AaABAg,It kills me that Pete and Steph look away and then look back,0,@twist_ending7545,False,False,True,1,Nerdy Prudes
UgxkNcy91MxkDT8Q-Fh4AaABAg,"""Your not as cool as you think you are"" ""But your as smart as know you are"" GRAAAAAAAAAAH",2,@rocannotsee6691,False,False,False,0,Nerdy Prudes
Ugz8RkNtKwiohtXsj154AaABAg,54:37 I'd piss my pants too if WOOD WENT THROUGH MY CHEST!,10,@sarahhenry1845,False,False,False,0,Nerdy Prudes
UgwQ_3o1dB7Ykf_kdsR4AaABAg,"Honestly, Angela was the perfect choice for Grace Chastity 🤣🤣🤣",9,@brotherkhrayn3525,False,False,False,0,Nerdy Prudes
UgzqizOMHlt_CV-NLDJ4AaABAg,21:47 what's the matter with you guys!?,8,@sarahhenry1845,False,False,False,0,Nerdy Prudes
Ugyv_-L6u-PlVbjf82t4AaABAg,"29:05
😨 RUTH",3,@sarahhenry1845,False,False,False,0,Nerdy Prudes
UgwQMbr0sXJdUQlUshp4AaABAg,I would watch a whole musical based off of Just For Once. It is such a good song.,9,@PossumGod12,False,False,False,0,Nerdy Prudes
Ugws4SX3x1Q9jtoHYIR4AaABAg,I love max’s song with Ricky where he does the force choke and then slams the theatre doors in his face,7,@PerkyGene,False,False,False,1,Nerdy Prudes
Ugws4SX3x1Q9jtoHYIR4AaABAg,Richie,0,@twist_ending7545,False,False,True,1,Nerdy Prudes
UgwaaggsRZMMlxvFTs54AaABAg,"The lore implications of this musical and all of the Hatchetfeild trilogy are insane. As each of the ""catastrophes"" from TGWDLM and Black Friday are basically gods in this world and makes me wonder, if we get another Hacthetfeild what lord of black will we see next?",8,@voicetale,False,False,False,1,Nerdy Prudes
UgwaaggsRZMMlxvFTs54AaABAg,Well we have seen them all in Nightmare Time in one capacity or another.,4,@brotherkhrayn3525,False,False,True,1,Nerdy Prudes
UgxvTk0099sUus2CMI54AaABAg,Watching for the third time! Fantastic musical 🤓,3,@morti8845,False,False,False,0,Nerdy Prudes
Ugz2qCylPEb4Hp1mxAl4AaABAg,shout out to my boyfriend for showing me this,4,@beetlepups,False,False,False,3,Nerdy Prudes
Ugz2qCylPEb4Hp1mxAl4AaABAg,Same,0,@bazpire609,False,False,True,3,Nerdy Prudes
Ugz2qCylPEb4Hp1mxAl4AaABAg,Based BF.,2,@brotherkhrayn3525,False,False,True,3,Nerdy Prudes
Ugz2qCylPEb4Hp1mxAl4AaABAg, @brotherkhrayn3525  fr,1,@beetlepups,False,False,True,3,Nerdy Prudes
Ugx0RI3ntNQOj1wJPnx4AaABAg,"3:00 ""passing period is over find your seats"" im sorry is that a pun??? ruth and richie are LITERALLY dead and then it cuts to the present",11,@friendbeezo3485,False,False,False,1,Nerdy Prudes
Ugx0RI3ntNQOj1wJPnx4AaABAg,"Well, they’re dead at the start of “High School is Killing Me” and then it jumps back in time to show how and why they’re dead.",2,@brotherkhrayn3525,False,False,True,1,Nerdy Prudes
UgwKaXA576fejSA5xmt4AaABAg,"So Grace ultimately becomes evil? I mean - my take on it is; she struggled to keep herself pure and then the events that play out as her one line said 'you think I'd stop with him' and 'put your hand there like all the guys that came before you' - makes me think she had this whole thing planned and she knew the history of the house. I mean - she can't exactly get her Chastity back after giving it to a ghost but maybe that's why she did it in the first place? Because it gave her the power to be able to invoke the names and devour the souls of the guys that were after her. I dunno - it makes sense to me why it played out like it did with Jagerman; he just was caught in her web like the others. That's what I like about these plays, a person can draw their own conclusions. I'm actually looking forward to the next installment. There are many ways to bring Jagerman back and he'd be an interesting villain to explore character wise. Grace and Peter as well. Definitely looking forward to the next installment.",3,@TreatOthersWithKindness,False,False,False,0,Nerdy Prudes
UgxBX4cVvOhsMZTdD2t4AaABAg,"Underrated line ""If I loved you like you should be loved"" like lots 9f folks astutely & rightly point out how Pete acknowledges Steph's intelligence but for me his statement that she should get to be loved & appreciated is really sweet to me.",5,@starfinney6308,False,False,False,1,Nerdy Prudes
UgxBX4cVvOhsMZTdD2t4AaABAg,Part of why it’s my favorite song in the show,1,@brotherkhrayn3525,False,False,True,1,Nerdy Prudes
Ugxza4oYqdYpRlrtPNh4AaABAg, @ryanisbelle6107 INCORRECT. IT IS NOT A POORLY WRITTEN TRILOGY. I'M JUST AN IDIOT WHO GOOGLED THE ORDER AND THEN IGNORED IT.,4,@AFruityPhrog,False,False,True,3,Nerdy Prudes
Ugxza4oYqdYpRlrtPNh4AaABAg,"A friend who introduced me to this trilogy sent this one first so I assumed it was the first one
I only found out it wasn’t when I was 1 hour and 47 minutes in",0,@squidpile,False,False,True,3,Nerdy Prudes
Ugz81G5nLMVeUnWlfQ94AaABAg,1:44:20 the tsundere song is a bop,3,@BookWormLA,False,False,False,0,Nerdy Prudes
UgyDYQgiQxtWXeirO-14AaABAg,i love how will is at the end as a different character. love seeing the other actors play dif characters,12,@smoshkid,False,False,False,1,Nerdy Prudes
UgyDYQgiQxtWXeirO-14AaABAg,Jon and Lauren are also there as other students! Jon as Trevor and Lauren as Brooke,3,@twist_ending7545,False,False,True,1,Nerdy Prudes
Ugy6Q1K9ae_FAZ7cGMZ4AaABAg,"I love that moment where Jon gets stuck in his suit and once he gets it off, he cracks into a smile a little bit:D And everyone cheering him on:D Such a ""real"" moment.^_^",10,@Commenter339,False,False,False,0,Nerdy Prudes
Ugwn0j7xLTKhWFHqI-B4AaABAg,We need a more fleshed out story about the Church of Starry Children,9,@tajjax1809,False,False,False,3,Nerdy Prudes
Ugwn0j7xLTKhWFHqI-B4AaABAg,it's the starkid community :P,1,@fayflurina3382,False,False,True,3,Nerdy Prudes
Ugwn0j7xLTKhWFHqI-B4AaABAg,"there kind of is one, in the webseries nightmare time! specifically it's in the episode ""Honey Queen"" lmao",2,@riversgoingnowhere1659,False,False,True,3,Nerdy Prudes
Ugwn0j7xLTKhWFHqI-B4AaABAg, @riversgoingnowhere1659  thank you! I’m going to have to rewatch that episode!,0,@tajjax1809,False,False,True,3,Nerdy Prudes
Ugycm3Uo2ejFPAYdrEV4AaABAg,"Its been 3 months, how long til the sequel comes out❤",3,@neggispringfeild,False,False,False,0,Nerdy Prudes
UgzI1Z2nXraYUHm_Tpt4AaABAg,"WAIT A MINUTE! 
Officer Petey can sing?????!!!!!!
(if you're a Disney fan, you know who officer petey is)",4,@TheMaleSoprano,False,False,False,2,Nerdy Prudes
UgzI1Z2nXraYUHm_Tpt4AaABAg,Yep. You should check out more of their musicals. He's in most of them,2,@twist_ending7545,False,False,True,2,Nerdy Prudes
UgzI1Z2nXraYUHm_Tpt4AaABAg, @twist_ending7545  will do!!!!,1,@TheMaleSoprano,False,False,True,2,Nerdy Prudes
Ugyfecbhfi-nMf3hsy94AaABAg,Who is the beautiful talented person who plays Richie Lipschitz? Their singing is like a warm embrace to a nerdy prude like me 😂,8,@neggispringfeild,False,False,False,4,Nerdy Prudes
Ugyfecbhfi-nMf3hsy94AaABAg,Jon Matteson! His first Starkid musical was The Guy Who Didn't Like Musicals.,5,@twist_ending7545,False,False,True,4,Nerdy Prudes
Ugyfecbhfi-nMf3hsy94AaABAg, @twist_ending7545  im trying to figure out what order to watch in since I havent seen the channel since harry potter the musical cane out 😂 I want to watch the newer anthology since Angela G was in a couple and how i rediscovered the channel,0,@neggispringfeild,False,False,True,4,Nerdy Prudes
Ugyfecbhfi-nMf3hsy94AaABAg,"​ @neggispringfeild the chronological order for the trilogy is 1. the guy who didn't like musicals, 2. black Friday, 3. nerdy prudes must die, there's also the Nightmare Time streams which have more lore and stories behind them but it's more of a universe than a singular story so the order isn't that important in my opinion",4,@redacted5078,False,False,True,4,Nerdy Prudes
Ugyfecbhfi-nMf3hsy94AaABAg, @redacted5078  yeah some jokes are obviously references… i watched prudes first then black Friday guess ill do the man who doesnt like musicals then the knightmare ones thanks!,1,@neggispringfeild,False,False,True,4,Nerdy Prudes
UgwGw-3YmknsQK2uJJB4AaABAg," @kierancreighton96 ????? No??? They have cellphones! TGWDLM was in 2018, Black Friday was in 2018/19, and NPMD is in 2020. Two of the three SAY WHAT YEAR THEY'RE SET IN!",1,@twist_ending7545,False,False,True,7,Nerdy Prudes
UgwGw-3YmknsQK2uJJB4AaABAg," @kierancreighton96  and CANONICALLY, the musicals, all nmt1 episodes, and nmt2(as a whole) are all separate timelines! YOU are the wrong one here.",1,@twist_ending7545,False,False,True,7,Nerdy Prudes
UgwGw-3YmknsQK2uJJB4AaABAg," @kierancreighton96 they mention the year in almost every one... tgwdlm was obviously not set in the 90s. hidgens had an alexa and paul had an iphone
edit: i didn't realize someone else said the exact same thing",1,@Sardine_3,False,False,True,7,Nerdy Prudes
UgyVIX91t7xBMonVv5J4AaABAg,First Sherman gets him now this. Poor Barry 😂,6,@jeishiikanzaki,False,False,False,1,Nerdy Prudes
UgyVIX91t7xBMonVv5J4AaABAg,He really out here teaching us to not rush through life and enjoy every moment or we'll end up like him lmao,1,@crispyliza7050,False,False,True,1,Nerdy Prudes
UgwctYizCIPd4--xUxR4AaABAg,"10:14 plays over and over again in my head. Kim Whalen has such a beautiful voice omg 🥲🥲🥲

2:07:42 Joey sounds SO GOOD here ahhhhh",3,@longhornsgurl21,False,False,False,0,Nerdy Prudes
Ugzx5ChUFoRTBGbcfAN4AaABAg,"Watched my first Starkid musical today! Started with Black Friday and have an hour left of this incredible show. Amazing performance, love you Angela!",6,@jennifersierra6696,False,False,False,4,Nerdy Prudes
Ugzx5ChUFoRTBGbcfAN4AaABAg,Did you skip TGWDLM?,1,@twist_ending7545,False,False,True,4,Nerdy Prudes
Ugzx5ChUFoRTBGbcfAN4AaABAg," @twist_ending7545  I'm m not really going in order lol I started the guy who didnt like musicals today, it's not what I was expecting at all",0,@jennifersierra6696,False,False,True,4,Nerdy Prudes
Ugzx5ChUFoRTBGbcfAN4AaABAg, @jennifersierra6696  are you planning on watching Nightmare Time too?,1,@twist_ending7545,False,False,True,4,Nerdy Prudes
Ugzx5ChUFoRTBGbcfAN4AaABAg, @twist_ending7545  well I'm committed now lol someones got to get to the bottom of what's going on in Hatchetfield,2,@jennifersierra6696,False,False,True,4,Nerdy Prudes
UgzDr4bxJxQq1TYYta14AaABAg,"Can't believe stephanie and peter were acting completely normal at the prom as if they hadn't just suffered terrible loss.. that game, fucking chemists",1900,@kaiheale8317,False,False,False,5,Nerdy Prudes
UgzDr4bxJxQq1TYYta14AaABAg,They wanted to ignore the trauma of losing the big game,151,@twist_ending7545,False,False,True,5,Nerdy Prudes
UgzDr4bxJxQq1TYYta14AaABAg,They'll get them next year.,81,@JohnDoe-zu2tz,False,False,True,5,Nerdy Prudes
UgzDr4bxJxQq1TYYta14AaABAg,YOU GOT ME 😂👏👏😭,4,@Zoeeeee15,False,False,True,5,Nerdy Prudes
UgzDr4bxJxQq1TYYta14AaABAg,We’ll get em next year! Go nighthawks!,8,@tivthetat7067,False,False,True,5,Nerdy Prudes
UgzDr4bxJxQq1TYYta14AaABAg, @tivthetat7067  caw kcaw 😔✊,1,@Zoeeeee15,False,False,True,5,Nerdy Prudes
UgwEuvvobMWQ7Pcqp2B4AaABAg,Once the horn roms go on i get major Rick Moranis vibes,2,@kierancreighton96,False,False,False,0,Nerdy Prudes
UgxJrOHlHU3CknFnZbh4AaABAg,"Do not be dissing that tiger jacket, that shit slaps",2,@kierancreighton96,False,False,False,0,Nerdy Prudes
UgzchXYQOlHd0cciX9N4AaABAg,I'm so obsessed with the harmony in 'Dirty Girl' I get overwhelmed every single time,8,@elizabethmaria_9201,False,False,False,0,Nerdy Prudes
Ugxc_Y_nH-TP4KfjUBN4AaABAg,1:07:16 i love the audience’s immediate chorus of “NO!!!” as soon as richie says that  LMAO,12,@coolerfreezie,False,False,False,0,Nerdy Prudes
Ugw4gvU76KydhdCq8YJ4AaABAg,Have you seen the previous musicals tho?,1,@twist_ending7545,False,False,True,3,Nerdy Prudes
Ugw4gvU76KydhdCq8YJ4AaABAg," @twist_ending7545  Have indeed, all in one night",1,@Kitsume_c0s,False,False,True,3,Nerdy Prudes
Ugw4gvU76KydhdCq8YJ4AaABAg,​ @Kitsume_c0s  cool,0,@twist_ending7545,False,False,True,3,Nerdy Prudes
UgxirszkmaHgqHPtRA14AaABAg,me acting out this entire musical alone in my room 💀,10,@axien_nycto,False,False,False,1,Nerdy Prudes
UgxirszkmaHgqHPtRA14AaABAg,Fr,0,@twist_ending7545,False,False,True,1,Nerdy Prudes
Ugzb7gzqjCS399UuyTt4AaABAg,"Not sure if I've seen anyone mention this, but during Nerdy Prudes Must Die, after Max belts out ""or is this the eternal dark without a dawn,"" you can hear the rest of the cast singing ""If I can finally be cool, I will know that-"" before being cut of by Jon's ""I'm not a loser."" Man this piece is phenomenal, I'm still discovering new things about it!",12,@pisswizard287,False,False,False,0,Nerdy Prudes
UgwWzEN9KvB0iKtspnJ4AaABAg,I can't even count how many times I rewatched this since its been released. Still gives me goosebumps every single time.,4,@thesheilatejada,False,False,False,0,Nerdy Prudes
UgxXyNtMurkf8PRqawZ4AaABAg,"can we just mention how great the costumes for the lords in black are? like they’re relatively simple but compared to the costume design of the rest of the musical, it really does feel otherworldly",14,@cantaffordmanga3908,False,False,False,0,Nerdy Prudes
UgyTCL_hghEvpDjSm6F4AaABAg,"Did anyone notice how when they are trying to scare max, the ghost says “maaxxx…maxxxx” and when max kills richie, max does the same thing? “Richie… richie…”",35,@Iwillconfiscateyourbones,False,False,False,0,Nerdy Prudes
UgxuTczbvuxqeYJjsB14AaABAg,"has it been nearly 3 months since release? yes. but for some reason i just noticed that when Grace is talking about the Waylons satanism back before the prank, she literally describes the ensuing events that happen when the LiB show up, just one out of order. human sacrifices (Pete) demonic rituals (invoking the names to summon them) and sex magic (Grace seducing max and giving up her virginity)",8,@TeethHaver,False,False,False,2,Nerdy Prudes
UgxuTczbvuxqeYJjsB14AaABAg,Holy shit new lore just dropped,4,@nevis8086,False,False,True,2,Nerdy Prudes
UgxuTczbvuxqeYJjsB14AaABAg,"If you think of Max as the human sacrifice, she describes them in order.",1,@koalarm,False,False,True,2,Nerdy Prudes
