,id,parent,text,like_count,author,is_favorited,is_pinned
1144,UgzJyk-QcTvcScTHxjN4AaABAg,root,Omfg it was worth the wait!!!,6,@irumadaimaou,False,False
1145,UgxvBevIY51m-kYDdop4AaABAg,root,Im OBSESSED,6,@nevis8086,False,False
1146,UgyAzJgz_nWxNlqSGbB4AaABAg,root,The lords in black are a great show stoper,4,@Insanemembrane93,False,False
1147,Ugwiladv_WqRFmY6U1F4AaABAg,root,Definitely gonna be watching this everyday when  I am at the gym the music is amazing,4,@keziahvaughan3480,False,False
1148,UgzTdhxQM-hsIKO861d4AaABAg,root,No bc why did I think that Stephanie was wearing a good omens shirt,5,@JedediahWasHere,False,False
1149,UgyaKmVDDVzqmikYN9l4AaABAg,root,Bro pulls a Hamilton at 2:11:03 ngl,20,@ThatOneArchivist,False,False
1150,UgyaKmVDDVzqmikYN9l4AaABAg.9yc9rZNLu_NA36aN8GGSAj,UgyaKmVDDVzqmikYN9l4AaABAg,I was thinking the same thing,1,@Acorn905,False,False
1151,UgxUmHC4slV6t0wf1td4AaABAg,root,"I think my favorite detail in this is how in tgwdlm, the ""blue shit"" that made them sing was, blue, and one of the most used lights in this musical was blue, usually during or before a song(especially in bully the bully). This makes me think that the stuff took over, but everyone is less murderous, I guess. And with Emma and Paul, I think they meet in tgwdlm, he gives her his number in npmd, and they're together in bf. then again, the green dude (I can't remember his name) wouldn't make sense, because why would he say friendy wends, or pally wals. but that's just the little theory I have.",7,@user-yj9eb5jf6y,False,False
1152,UgxUmHC4slV6t0wf1td4AaABAg.9ybAn3RvKv69yc98df1pi1,UgxUmHC4slV6t0wf1td4AaABAg,"Idk man saying Frendy Wends as an eldritch God who's technical form would be incomprehensible and harmful to humans would probably be terrifying, including ‘Pally wals’ If the thing I just summoned via death book said that to me, id just discorporate . Die. Just- 

(also they don't loose memories from when they hop dimensions I don't think so it does make sense for him to say frendy wens, pally wals, etcetera because of his doll and stuff in BF if that's what you were talking bout)",1,@ThatOneArchivist,False,False
1153,UgxUmHC4slV6t0wf1td4AaABAg.9ybAn3RvKv69ye1c1-fjyG,UgxUmHC4slV6t0wf1td4AaABAg,I think Wiggly is just like that. He just talks like that. It's normal for him.,4,@twist_ending7545,False,False
1154,UgxUmHC4slV6t0wf1td4AaABAg.9ybAn3RvKv69yg69dM_Je2,UgxUmHC4slV6t0wf1td4AaABAg," @twist_ending7545  that would just be funny, honestly",0,@user-yj9eb5jf6y,False,False
1155,UgxUmHC4slV6t0wf1td4AaABAg.9ybAn3RvKv69yg6SowInVM,UgxUmHC4slV6t0wf1td4AaABAg," @ThatOneArchivist  yea I agree, I'd crap my pants.
 I actually didn't think of these as separate dimensions, but if so, being able to hop through them while keeping their memories would make a lot of sense",1,@user-yj9eb5jf6y,False,False
1156,UgxUmHC4slV6t0wf1td4AaABAg.9ybAn3RvKv69yi-aYeoR7r,UgxUmHC4slV6t0wf1td4AaABAg,"⁠ @user-yj9eb5jf6y well universes would imply them not just hopping worlds or dimensions when they get finished with one and I think they would rather be entertained by every mortals suffering in the current universes worlds before they hop an entire universe but that’s my own personal thing, I just think it makes sense /nm

(Edit, it also can’t be the same world because of the differences between the trilogies three musicals so far, so it has to be more of. Multiverse situation.)

Also glad I’m not the only one who thinks it would be so terrifying to have this god, that’s not entirely a god but more, calling me their Pally Wal or French Wend!!!",0,@ThatOneArchivist,False,False
1157,UgyhdSmgcgnpNSe5Sw14AaABAg,root,I can not STRESS how much I love this. I have to go back and watch all these musicals. You have definitely gained a huge fan. Fantastic work everyone.,9,@georgeprice3188,False,False
1158,Ugz6J_lXX_oWgTHk5sV4AaABAg,root,Does anyone know why these songs aren't on Spotify?,2,@octolingo1892,False,False
1159,Ugz6J_lXX_oWgTHk5sV4AaABAg.9yaqqG-dtmm9ycodKeG45P,Ugz6J_lXX_oWgTHk5sV4AaABAg,They said they'd be put on there in about a year. Spotify isn't that profitable for them. You could buy the album and download it into your playlist,3,@Sardine_3,False,False
1160,Ugz6J_lXX_oWgTHk5sV4AaABAg.9yaqqG-dtmm9yctS5wAwDn,Ugz6J_lXX_oWgTHk5sV4AaABAg," @Sardine_3  oh alright, thank you! :D",0,@octolingo1892,False,False
1161,UgzlX3VREDlIjD8pHd94AaABAg,root,"48:41 ""Am I reading as ghost or Lin-Manuel Miranda ?""

No Pete you're reading as Ron Weasley dressed for the Yule Ball in AVPM",309,@LiTtLeJuNe3,False,False
1162,UgzlX3VREDlIjD8pHd94AaABAg.9yapwU9TCGEA2lIN-Ah6p1,UgzlX3VREDlIjD8pHd94AaABAg,THANK YOU I thought the EXACT SAME THING,3,@aliiannucci3135,False,False
1163,UgwVSOpkvm9AaeaQCTB4AaABAg,root,"Whenever I wear headphones I only put on the right one. That way I can hear Correy in Highschool is killing me.
I ascend whenever I hear him.",4,@FlimAnimates,False,False
1164,UgzrWREGxDxwwwujX4J4AaABAg,root,"Only Jon could make a joyful sentence such as ""Hello fwendy-wends"" so fucking scary",17,@LiTtLeJuNe3,False,False
1165,UgzGjzsUcTJTurwjTL94AaABAg,root,This is the most amazing musical I've ever seen!!!!!!!,2,@abstractfriends6722,False,False
1166,Ugxq-Dc2-6Q8TnpxbvJ4AaABAg,root,I want this soundtrack on Spotify for Christmas 😩,7,@aidynjaramillo4064,False,False
1167,UgxdjodE_E8jKNxIpnd4AaABAg,root,"Theatre kids graduate from High School Musical to this, Heathers, and Ride the Cyclone",9,@JedediahWasHere,False,False
1168,UgxdjodE_E8jKNxIpnd4AaABAg.9yZAqBdxWN39ybc6HgaFXj,UgxdjodE_E8jKNxIpnd4AaABAg,Those are literally all my favorites,0,@Sardine_3,False,False
1169,UgxdjodE_E8jKNxIpnd4AaABAg.9yZAqBdxWN39ygXgFi3rhw,UgxdjodE_E8jKNxIpnd4AaABAg,... /pos or /neg...?,0,@unripelemon1142,False,False
1170,UgxdjodE_E8jKNxIpnd4AaABAg.9yZAqBdxWN39yysybZB3hS,UgxdjodE_E8jKNxIpnd4AaABAg, @unripelemon1142 help not the tone indicators LMAOA,0,@ilovesmelling,False,False
1171,UgxdHCcA7xhVCodlXu54AaABAg,root,1:40:27 THE SHOW ME YOUR HANDS INSTRUMENTAL AAHHH,38,@ash5597,False,False
1172,UgxdHCcA7xhVCodlXu54AaABAg.9yYzU0JHQeN9yZ-OqgUrfN,UgxdHCcA7xhVCodlXu54AaABAg,1:47:43 here too,3,@ash5597,False,False
1173,UgxdHCcA7xhVCodlXu54AaABAg.9yYzU0JHQeN9yZL_mDZdmu,UgxdHCcA7xhVCodlXu54AaABAg,And when Emma and Paul are there it's the cup of roasted coffee instrumental :D,7,@unripelemon1142,False,False
1174,UgxdHCcA7xhVCodlXu54AaABAg.9yYzU0JHQeNA2FZmvt0kAJ,UgxdHCcA7xhVCodlXu54AaABAg,"1:52:40 and look what happens, nightmare time...",0,@ash5597,False,False
1175,UgxdHCcA7xhVCodlXu54AaABAg.9yYzU0JHQeNA2HncJRfetY,UgxdHCcA7xhVCodlXu54AaABAg,"okay im rewatching and 2:05:56 max says run nerds, run and in the end grace says run dudes, run",0,@ash5597,False,False
1176,UgxdHCcA7xhVCodlXu54AaABAg.9yYzU0JHQeNA2Hng-VOBVm,UgxdHCcA7xhVCodlXu54AaABAg,2:05:52 here,0,@ash5597,False,False
1177,UgxdJ8MZ-NSNaYRadZl4AaABAg,root,I’m so glad we had our ever constant of Lauren face down during her character’s most emotional point,6,@anythingiwantasmr,False,False
1178,UgyjQrRmhQhsrhCwcBp4AaABAg,root,The fact that they got so close to being friends with Max but he just had to die. It’s extremely sad.,20,@emberystudios8406,False,False
1179,UgzU0vL21XxhLSRl02J4AaABAg,root,"I just realized how clever the wording gets at 56:48. Grace is snapping, both literally and metaphorically. Also, call out to the person at 1:07:17 who got what it meant when Richie says he loves being alive",16,@annikavarewyck5698,False,False
1180,UgwVpTJvClwbcTYDvs14AaABAg,root,"Stephanie and Pete are the true definition of ""He asked for no pickles""

Also Max is teenage Gaston you can't change my mind.",30,@Biceratops,False,False
1181,UgwGqE4Ocu4-uo4wD9t4AaABAg,root,Yeah so Angela jumpscared me in this lmfao,6,@Athuwu,False,False
1182,UgwGqE4Ocu4-uo4wD9t4AaABAg.9yXLYtUzpH79yXW3WEjaxc,UgwGqE4Ocu4-uo4wD9t4AaABAg,She's good at that,1,@twist_ending7545,False,False
1183,Ugwc6hFASYcoqFkvK8B4AaABAg,root,Why the hell didn't Bryce Charles get a bigger singing part? She was fantastic,5,@OneSmallBeingOnEarth,False,False
1184,UgwnHNdU1wl9ZRzxt5Z4AaABAg,root,2:15:50 the watchers with a thousand eyes,3,@carnivorouswatermelon,False,False
1185,UgzRelSV2TCkdVxZ-ct4AaABAg,root,best musical they've ever done and it's not even close,9,@krontaar,False,False
1186,UgyVaXoA2fjHMygasaN4AaABAg,root,Literal monster part 2 is the best disney villain song,4,@benadrylbenny,False,False
1187,UgwnGzSyUvk4L3ZoCnR4AaABAg,root,"I love how the lords in black have fur on their outfits, like their fluffy doll forms :]",11,@tivthetat7067,False,False
1188,Ugzw3llcjtInRZR66A14AaABAg,root,omg this is awesome,2,@xkennishax8663,False,False
1189,Ugyhp6iNb2zE741LrBh4AaABAg,root,Guess you could say this was a highschool musical,7,@erwd7620,False,False
1190,Ugwbm-402WeDfLnv27Z4AaABAg,root,"Oh FUCK, a SKEL'E'ON",9,@zktfg4579,False,False
1191,Ugwbm-402WeDfLnv27Z4AaABAg.9yTmtvmM5829yVP1DQkFKs,Ugwbm-402WeDfLnv27Z4AaABAg,IM SO FUCKING SCARED OF SKELE'ONS,3,@unripelemon1142,False,False
1192,UgwzMNfbcpeIThIMhrx4AaABAg,root,Can we get a returning Max Jagerman as the newest Lord In Black in a future musical?,1,@Sifer94,False,False
1193,UgwzMNfbcpeIThIMhrx4AaABAg.9yTgrAxw3KR9yUs4Xcf83o,UgwzMNfbcpeIThIMhrx4AaABAg,ive been thinking this but didnt wanna say it,0,@matilda8675,False,False
1194,Ugz35X-66GROYNhGEhp4AaABAg,root,"""I'd never go for a geek who'd spend the prom in the stall"" nah I'm out, this shit is getting too personal",5,@generated.name.by.human.,False,False
1195,Ugx8BX0YLFidxJcHFRt4AaABAg,root,23:07 this is such a small thing but it’s making me cackle when Jon says oppertootidie,39,@NobtheBuilder_,False,False
1196,Ugx8BX0YLFidxJcHFRt4AaABAg.9yTcGcHb03P9yTjr6F_ESY,Ugx8BX0YLFidxJcHFRt4AaABAg,OMG I NEVER NOTICED THAT LMAO,1,@sprout_0,False,False
1197,Ugx8BX0YLFidxJcHFRt4AaABAg.9yTcGcHb03P9yV4IiTTGEd,Ugx8BX0YLFidxJcHFRt4AaABAg,Richie my beloved,0,@ThatOneArchivist,False,False
1198,Ugx8BX0YLFidxJcHFRt4AaABAg.9yTcGcHb03PA2gT4gfcsz7,Ugx8BX0YLFidxJcHFRt4AaABAg,+,0,@tempesttossed6029,False,False
1199,UgxA5JQZZrw7MqmbE2p4AaABAg,root,The world almost ended because Paul STILL didn’t wear a watch,4,@ThatOneArchivist,False,False
1200,UgyLrI9WlrVl7yM1c654AaABAg,root,"On my I think fourth rewatch I finally notice that [SPOILER] 


in ""dirty dudes must die"" when Grace sings ""chastity will rise"" she could mean not just the literal chastity, but also herself. Grace Chastity will rise. I wanna see her being the main villain in the next musical!",11,@mariag7117,False,False
1201,UgwRPR6-bgJawiRPfrl4AaABAg,root,WHO WILL PRAY FOR YOUUU,4,@aichuuwon,False,False
1202,UgzYhav1VNzFT_bcdz54AaABAg,root,"THIS IS GOLD
WILL WATCH AGAIN
I CRIED ALOT
AND LAUGHED",3,@rebeccablacksfriday7582,False,False
1203,UgxLiCbLXSg2CIx8Mdp4AaABAg,root,ANGELA IS A STARKID????!!!,3,@rebeccablacksfriday7582,False,False
1204,UgxLiCbLXSg2CIx8Mdp4AaABAg.9yRTelD92e_9yRnDhdP-bQ,UgxLiCbLXSg2CIx8Mdp4AaABAg,Ye she's also in black  Friday! Another great musical by starkid :D,2,@unripelemon1142,False,False
1205,UgwbpsiMy-JeorMgIWt4AaABAg,root,If there isn't a sequel to this story and we don't find out what happens with Grace I will be devastated,2,@mari._.the._.extrovert5674,False,False
1206,UgxBjoT7OODzuY8z34N4AaABAg,root,"Just For Once, Ruths ""monologue"",  is so deep, serious and painful.. And when she says she used it to brush her hair only to reveal chemo treatments later.

 The bbq monologs gag went hard.",16,@elizabethschneider9327,False,False
1207,Ugz-i0nUoMKgt8Dfs9Z4AaABAg,root,"Obsessed with Will's performance in this and I can't help but think he would make an absolutely killer Kurt or Ram in Heathers! Side note, I will not be disclosing how many times I've rewatched The Summoning, let alone the entire show",4,@AlicexAngel,False,False
1208,UgyRJt9FIr9Y3nVj2aV4AaABAg,root,"The Lords in Black are the only villains I've ever seen that are so silly and ridiculous, but genuinely disturbing in their power and scope. The more you see of them and their malice, the more entertaining but intriguing they get. And the lore peppered through Starkid's history is insane. 

Someone said how the live version with the crowd screaming in joy at Wiggly's ""Hello, Fwendy-Wends"" adds a depth to the Lords in Black and the obsession with them in-world. The crowd reactions to in-jokes and recurring characters in general makes this show even better than if it were just a movie/audience-less performance.",14,@TheTaiylorWallace,False,False
1209,UgwZY7GeG-vGkYZFlGl4AaABAg,root,"Huge appreciation for the techies. The lighting in the song ""Nerdy Prudes Must Die"" alone is SUCH a good standout on how details like lightling and set design can be SO CORE in setting a scene, and when they do it right, you don't even notice. This team did it VERY right.",506,@SparrowNR,False,False
1210,UgyBxP0n06eZhfgm2yd4AaABAg,root,how did i not see this for two months??,2,@1994moviebuff,False,False
1211,Ugyf6XWfwp0KggAqEx54AaABAg,root,1:08:22 имба,3,@user-mx7ec4lx1o,False,False
1212,UgzCKWfbXI7PhDX7jop4AaABAg,root,W musical,3,@Irishthehedgehog203,False,False
1213,UgzZjvrhlKwUlXB9uTF4AaABAg,root,"This is the first time watching star kid, it did not disappoint",7,@sam.ruiz8,False,False
1214,UgzZjvrhlKwUlXB9uTF4AaABAg.9yNdAxahc6o9yS4EKbo8Fz,UgzZjvrhlKwUlXB9uTF4AaABAg,"You should watch the prequels to this musical, The Guy Who Didn’t Like Musicals and Black Friday",2,@hauntedteethcupboard,False,False
1215,Ugxut6bdPf3LNy1DxBZ4AaABAg,root,"“What do you want, Steph?”

how dare you.",22,@ThatOneArchivist,False,False
1216,Ugxut6bdPf3LNy1DxBZ4AaABAg.9yNHtrZJ4fe9yQbuNeCW6-,Ugxut6bdPf3LNy1DxBZ4AaABAg,"WHAT DO YOU WANT, PA-
oops wrong musical",6,@unripelemon1142,False,False
1217,UgwhwckO11cBmieT1lN4AaABAg,root,justice for my boy richie why am i crying,4,@finnsaffelsipes,False,False
1218,Ugxq_zeEdcmvT5iLgph4AaABAg,root,the way for at least 20 minutes of max screentime i was convinced he was ben stiller,1,@finnsaffelsipes,False,False
1219,Ugz599JEnO1wgbEc_Fx4AaABAg,root,"this is unironically the funniest and most horrifying musical to date. 
The way everyone balances the lame puns and jokes with genuine terror and tragic deaths is something only Starkid could do.
Also everyone say 'thank you lauren lopez' for the choreography, thankyou.",66,@XFallenFreakX,False,False
1220,UgwGqtj-kZUVeiCv4uB4AaABAg,root,EXCUSE ME!,1,@finnsaffelsipes,False,False
1221,Ugx6WIOufdXcL1KViOF4AaABAg,root,will branner OWNS that stage,7,@findellasomebodytolove,False,False
1222,UgwCJJhJmgYkd4gwflZ4AaABAg,root,"dont frighten them, pokey, you nasty boy",5,@acanwithnobrand,False,False
1223,UgxeAyPFTRLPBIgGXhJ4AaABAg,root,"Just realized Peter said he took four years of tap, and Ruth sang about how she used to tap dance. Kind of a cute connection!",236,@theducvu5196,False,False
1224,UgxeAyPFTRLPBIgGXhJ4AaABAg.9yLGF_XTG8k9yLIGiqCt3M,UgxeAyPFTRLPBIgGXhJ4AaABAg,"Ok, they met at tap class. It's canon now Because I said so gavel smack",61,@unripelemon1142,False,False
1225,UgxeAyPFTRLPBIgGXhJ4AaABAg.9yLGF_XTG8kA335Eh3uWA6,UgxeAyPFTRLPBIgGXhJ4AaABAg,Pete says Max's been bullying him since the fourth grade... and now I'm wondering if Peter stopping tap class after four years correlates with Max starting to bully him,0,@imtooqueerforthis,False,False
1226,Ugy7xYdkROtRkmAvekV4AaABAg,root,I'd like to imagine that Clivesdale could've handled Max through sheer competence.,8,@yoshifan33,False,False
1227,UgzYbz96yMJWCFLrvyx4AaABAg,root,"I like to imagine that Max learns terms for nerdy things, just for his insults and one liners",5,@princeshadow13,False,False
1228,UgzNqLMSskvJr84GsiN4AaABAg,root,"I am so glad I decided to watch this, I loved it soo much. the cast were all amazing. Soo much fun.",2,@QuantumTurtle,False,False
1229,UgwOxoSP-k2Qgrx4Njp4AaABAg,root,"14:17 Max: ""FORBIDDEN FRUIT"" ... So he does know the bible!",28,@zayatoon,False,False
1230,UgxPTurGAoAr2jX4jJx4AaABAg,root,"23:28 Pete: ""Princess Leia told me 'I'd just as soon kiss a Wookie'."" (Cool as I Think I Am)
2:08:24 Steph: ""If I really did love you, you'd have to say–"" Pete: ""I know.""  (Cool as I Think I Am Reprised)

Pete wanted someone to love like Princess Leia this whole time, and in the reprise of Cool As I Think I Am he got to say Han Solo's famous line after Leia said ""I love you."" That's pretty cool Pete.",152,@zayatoon,False,False
1231,UgxPTurGAoAr2jX4jJx4AaABAg.9yJlkXIMdb29yOTQjLnEHo,UgxPTurGAoAr2jX4jJx4AaABAg,"And when Ruth says ""she NEEDS you Pete. Like princess Leia! You're her only hope."" 🥹",20,@jellybeansushi,False,False
1232,Ugy6TcKhXnj2nGvLZ5V4AaABAg,root,Does anyone actually say sorry to Max ?,3,@Sifer94,False,False
1233,UgyFmFy1m9V1oWxnJdF4AaABAg,root,"My school computers finally unblocked NPMD, this is heaven",6,@Andy_Anonymous,False,False
1234,UgxtaJeKesPhMbr-t3h4AaABAg,root,Ok can anyone tell me the name of the actress singing at 1:23:42 because I have tried looking her up and I can’t fine her listed anywhere! She has such an amazing voice I want to wear more from her!,10,@1cosplayaway,False,False
1235,UgxtaJeKesPhMbr-t3h4AaABAg.9yIi8vQrF0O9yIjDNpPBNi,UgxtaJeKesPhMbr-t3h4AaABAg,She is Bryce Charles,6,@SarahTheViolinist,False,False
1236,Ugxy4qR-Iqi0Fx3IlL14AaABAg,root,"As I’m watching, I just can’t stop saying, “God I love all these people so much.” Starkid is just the best, man.",5,@ThatWeirdCreator,False,False
1237,UgyL7bioUiq3g1a1Mi14AaABAg,root,"Wow, just wow
Been a while since ive seen a musical that left me feeling so flabbergasted",5,@why_do_i_need_this,False,False
1238,Ugy14l47ZgbVpEQtT0l4AaABAg,root,"33:22 ""I am expecting you to betray me"" 
Hey so about that Max",21,@azzy8198,False,False
1239,UgxEMdOtOlAuyOl7wX94AaABAg,root,"2:00 Highschool is killing me
8:43 
14:25 Literal Monster

32:56 Dirty girl
56:47 Bury The Bully
1:01:57 Go Go Nighthawks

1:20:52 Hatchet town
1:59:00 THE SUMMONING!!",3,@maverickfleorlouis1482,False,False
1240,UgxEMdOtOlAuyOl7wX94AaABAg.9yHF83oird-9zAILX4ztD8,UgxEMdOtOlAuyOl7wX94AaABAg,thanks!,0,@nikaelle1137,False,False
1241,Ugz8hvHFfFVAGs8crn54AaABAg,root,"...""Just For Once"" is a VERY good song 😅 (I feel like it should be called ""Middle-of-Age"" though)",7,@layla.williams__,False,False
1242,UgxoI7TiNBCenmXNEMh4AaABAg,root,"My friend and his boyfriend were cuddling and watching ""Tick Tick Boom!"" So me being the aroace theatre kid I am, I said ""Leave room for Jesus!""",7,@novadeetz,False,False
1243,UgyBzvwX_Pkz5-y6V_54AaABAg,root,guys i didn’t know this was a trilogy until halfway through i don’t understand half of these jokes,6,@bianca6519,False,False
1244,UgzRBpBuZkccgD1MQaV4AaABAg,root,I love this musical. :),4,@N0b0dy_lolz927,False,False
1245,UgxK9j_GKpDpAHnqRpZ4AaABAg,root,I guess I need to watch the rest of the Hatchetfield universe judging by these comments,11,@vixenfeather2838,False,False
1246,UgxK9j_GKpDpAHnqRpZ4AaABAg.9yF5ss3cO9K9yHthEA7QeD,UgxK9j_GKpDpAHnqRpZ4AaABAg,"Just watched TGWDLM and while I know these are seperate timelines, I like the idea that this is The Hivemind putting on shows because their bored and being an otherworldly being allows the LIB to see into other timeliness/they exist outside of time itself.",7,@vixenfeather2838,False,False
1247,UgxK9j_GKpDpAHnqRpZ4AaABAg.9yF5ss3cO9K9yNISm4FSI8,UgxK9j_GKpDpAHnqRpZ4AaABAg, @vixenfeather2838 now I’m just imagining sitting in eternal darkness and having different timelines and universes playing and them just like “no change the universe this one doesn’t have This guy !” And being like “ohhh yeah mmhm love this musical singing while murdering their favorite doppelgängers of characters I’m intervening this is not fair.”,2,@ThatOneArchivist,False,False
1248,UgxK9j_GKpDpAHnqRpZ4AaABAg.9yF5ss3cO9K9yNOQxCLcwc,UgxK9j_GKpDpAHnqRpZ4AaABAg, @ThatOneArchivist  hey another TMA fan! ^_^,0,@vixenfeather2838,False,False
1249,Ugy3rZHq8JirIegs56p4AaABAg,root,Every time I rewatch this i fall further and further in love with Richie. Jon played him perfectly🥺❤️,9,@thetinytoast127,False,False
1250,Ugy3rZHq8JirIegs56p4AaABAg.9yF0i8La8DTA3UOe2NrTFe,Ugy3rZHq8JirIegs56p4AaABAg,"Didn't remember commenting this five months ago, but tis indeed true. I love my anime nerd with overactive sweat glands <3",0,@thetinytoast127,False,False
1251,UgwtXT_1CW4xWSauAv14AaABAg,root,jon matteson i am ur biggest fan,7,@godsiero2290,False,False
1252,Ugyih5cqcPmgPctWykJ4AaABAg,root,WHY DID THEY CUT OUT STEPH IN THE CHEER PART IM GONNA CRY,3,@Funnyname32,False,False
1253,Ugw1TCqhSnPtue6HQ4h4AaABAg,root,LITERAL CHILLS FROM THAT ENDING,5,@27ratsinatrenchcoat90,False,False
1254,Ugwc09XqM-F_KRD9zfl4AaABAg,root,"1:44:09
""The football team-""
mimics cricket bat",8,@unripelemon1142,False,False
1255,UgwSxQveAqwuvV0nu214AaABAg,root,The makeup on undead(?) max is SO EFFECTIVE,15,@lauragrace101,False,False
1256,UgzAwzv-hPMQAWjU9pt4AaABAg,root,ANGELA ATE!!!,2,@JessieLovesHedgehogs,False,False
1257,UgwJTvgYFcPiq_-wCJ94AaABAg,root,In c2 first line killed me.,1,@jmhanna72,False,False
1258,UgyLYhXL73HE61qmpXp4AaABAg,root,* absolute silence* “I’m deaaad”,5,@Fairyf0x,False,False
1259,Ugw4NKHSA2xR1mM8Oa14AaABAg,root,"23:56 guys he’s a loser, a geek, or whatever",13,@dannyphantom2530,False,False
1260,UgzsdQllbAZxl70Jn2B4AaABAg,root,"34:38
Is... is she asking him to drink her bathwater?",10,@unripelemon1142,False,False
1261,UgzsdQllbAZxl70Jn2B4AaABAg.9yCJNDbrd489yCnJJoIcEW,UgzsdQllbAZxl70Jn2B4AaABAg,its a sexual fantasy mabye,5,@JessieLovesHedgehogs,False,False
1262,Ugw79Wqnjcefe7OYA4p4AaABAg,root,"1, 2, 3, 4, 5, 6, 7, 8! 33:35",11,@LatvianElina,False,False
1263,Ugw79Wqnjcefe7OYA4p4AaABAg.9yBGH5TDFfe9yBkzyD6_NI,Ugw79Wqnjcefe7OYA4p4AaABAg,12345678!!!,4,@HaunaMyKiki,False,False
1264,Ugw79Wqnjcefe7OYA4p4AaABAg.9yBGH5TDFfeA-NuTOe_rlZ,Ugw79Wqnjcefe7OYA4p4AaABAg,12345678!,2,@spookysplatt,False,False
1265,Ugw79Wqnjcefe7OYA4p4AaABAg.9yBGH5TDFfeA0_217s-mPe,Ugw79Wqnjcefe7OYA4p4AaABAg,jon mattison being the biggest will brenner simp for 12345678 abs,2,@ndalisian4386,False,False
1266,UgwVcpq9pqFZ9VcIki94AaABAg,root,this is fucking amazing,1,@drag0natlas,False,False
1267,Ugz_YJKUsRZM9CTYLrF4AaABAg,root,never knew i needed two and a half hours of angela being completely unhinged but here we are,6,@kizerain9038,False,False
1268,UgzDetaQwP9vPg_rcTp4AaABAg,root,Firebringer taught me that Chorn means 1:26:25,11,@ExtremeMeanXD,False,False
1269,UgwquPWPuQf2ozoy4Il4AaABAg,root,"Okay, I have been absolutely obsessed with how Max says ""Skeleton"" 

I live for it",33,@RefinedSkye,False,False
1270,UgzOTyNJHlytt46KaER4AaABAg,root,"Help i only just realised Steph and her dads initials are 'S.Laughter', perfection",966,@agatacagata3277,False,False
1271,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eG9ynTpqP4-s3,UgzOTyNJHlytt46KaER4AaABAg,"Aren't they ""Lauters""?",21,@CrazyMindStudios,False,False
1272,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eGA05y62WzSI-,UgzOTyNJHlytt46KaER4AaABAg, @CrazyMindStudios which makes it S.Lauter lmao,34,@tivthetat7067,False,False
1273,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eGA1bRigEA241,UgzOTyNJHlytt46KaER4AaABAg,"​ @CrazyMindStudios  Their last name is Lauter, the are The Lauters",7,@emackenzie,False,False
1274,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eGA1bdnbDWujA,UgzOTyNJHlytt46KaER4AaABAg," @emackenzie  Yeah, that's what i said...",1,@CrazyMindStudios,False,False
1275,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eGA1cnBlPI5Vi,UgzOTyNJHlytt46KaER4AaABAg," @CrazyMindStudios  it still reads as ""Slaughter"" if you look at it long enough",22,@ohcrabapples,False,False
1276,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eGA2CV6UPSiVn,UgzOTyNJHlytt46KaER4AaABAg, @ohcrabapples  Which is not long at all,3,@lisas8614,False,False
1277,UgzOTyNJHlytt46KaER4AaABAg.9y9aEMAQ2eGA2xllzRBd_l,UgzOTyNJHlytt46KaER4AaABAg," @CrazyMindStudios  and its still phoenetically the same as the ""-laughter"" in ""slaughter,"" which is what they were saying",6,@emackenzie,False,False
1278,UgzBqfsIXheZjN0l9ih4AaABAg,root,I love Dirty Dudes must DIE- I was laughing so hard at it and the way she changed,2,@Asodel,False,False
1279,UgyVtLv8Ss6x60U1xHx4AaABAg,root,"Can we mention how the last names are relevant to their characters?  Max's last name is literally ""Huntsman"" in german as he's ""Hunting"" down the characters in the show.  Grace's last name (Chasity) alludes to her motive at the end and throughout the show.",24,@humanithink3355,False,False
1280,UgyVtLv8Ss6x60U1xHx4AaABAg.9y9VeWqx7zAA2lL0LLGasB,UgyVtLv8Ss6x60U1xHx4AaABAg,"Also Stephanie Laugther = S.laughter! The writing is truly phenomenal, my favorite Starkid show, somehow passing even Twisted",0,@bluefeatherdark,False,False
1281,Ugz0lLHNk-cApWMaqWZ4AaABAg,root,"I love the idea that the lords of the black calls Steph a “stupid silly girl” because she repeats her mistakes without thinking.

1. She invites Pete to Pasquale’s, everyone knows that’s the cool kid hang out spot. Max was definitely going to be there. No one thought about it and Pete got his ass beat.

2. The follow up was Steph wanted to go to an authority (the principal) but gets talked out of it.

3. She then gets tricked by Grace into getting into deeper shit.

Part 2.

1. She lures Max into the Wayland Mansion, a structurally unsound place, where they plan on scaring a confrontational destructive bully- he would’ve only ever destroyed the house and someone would be getting hurt, or in this case dead.

2. The follow up was Steph wanting to go to the police yet she gets talked out of it.

3. She then makes a deal with the Lords in Black to kill her love interest.

The two acts are divided by Steph being pulled along by people and dealing with the consequences and yet somehow never learning her lesson.

The nerds knew the consequences and are easily peer pressured. Grace has an affinity for violence. Steph was the only person not victimised by social status originally and yet made these insane choices.  

By all means she’s not solely responsible for what happened but most of it could’ve been avoided if she thought about where to invite Pete initially or  following her instincts about just going to the principal.",33,@kirarxse8893,False,False
